port1,port2,port3,port4
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
0.31,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
-0.94,0.00,0.00,0.00
1.55,0.00,0.00,0.00
7.88,0.00,0.00,0.00
2.90,0.00,0.00,0.00
3.15,0.00,0.00,0.00
2.69,0.00,0.00,0.00
4.58,0.00,0.00,0.00
4.39,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.21,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.21,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.27,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
2.84,0.00,0.00,0.00
1.70,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.26,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.19,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
2.09,0.00,0.00,0.00
2.61,0.00,0.00,0.00
2.33,0.00,0.00,0.00
-1.23,0.00,0.00,0.00
-2.48,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
2.05,0.00,0.00,0.00
4.29,0.00,0.00,0.00
-2.48,0.00,0.00,0.00
-2.12,0.00,0.00,0.00
6.52,0.00,0.00,0.00
-0.44,0.00,0.00,0.00
5.83,0.00,0.00,0.00
2.52,0.00,0.00,0.00
2.57,0.00,0.00,0.00
2.56,0.00,0.00,0.00
4.78,0.00,0.00,0.00
1.51,0.00,0.00,0.00
1.02,0.00,0.00,0.00
0.35,0.00,0.00,0.00
6.85,0.00,0.00,0.00
3.39,0.00,0.00,0.00
2.22,0.00,0.00,0.00
2.36,0.00,0.00,0.00
2.89,0.00,0.00,0.00
-2.48,0.00,0.00,0.00
4.34,0.00,0.00,0.00
5.68,0.00,0.00,0.00
-0.78,0.00,0.00,0.00
-0.57,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.26,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
2.60,0.00,0.00,0.00
2.39,0.00,0.00,0.00
1.98,0.00,0.00,0.00
-1.35,0.00,0.00,0.00
-2.30,0.00,0.00,0.00
-1.79,0.00,0.00,0.00
6.52,0.00,0.00,0.00
7.78,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.18,0.00,0.00,0.00
6.54,0.00,0.00,0.00
-0.45,0.00,0.00,0.00
2.41,0.00,0.00,0.00
2.57,0.00,0.00,0.00
3.23,0.00,0.00,0.00
6.69,0.00,0.00,0.00
1.38,0.00,0.00,0.00
7.82,0.00,0.00,0.00
7.57,0.00,0.00,0.00
4.88,0.00,0.00,0.00
-0.74,0.00,0.00,0.00
3.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
2.16,0.00,0.00,0.00
2.29,0.00,0.00,0.00
4.76,0.00,0.00,0.00
-3.00,0.00,0.00,0.00
4.53,0.00,0.00,0.00
-0.06,0.00,0.00,0.00
-0.93,0.00,0.00,0.00
6.77,0.00,0.00,0.00
2.36,0.00,0.00,0.00
2.31,0.00,0.00,0.00
2.73,0.00,0.00,0.00
4.10,0.00,0.00,0.00
0.64,0.00,0.00,0.00
7.33,0.00,0.00,0.00
0.29,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.20,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.20,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.21,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.20,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.19,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.20,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.21,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.19,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.20,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.26,0.00,0.00,0.00
1.27,0.00,0.00,0.00
1.26,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.21,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
6.15,0.00,0.00,0.00
1.34,0.00,0.00,0.00
2.67,0.00,0.00,0.00
2.72,0.00,0.00,0.00
4.60,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.21,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.24,0.00,0.00,0.00
1.22,0.00,0.00,0.00
-0.41,0.00,0.00,0.00
1.75,0.00,0.00,0.00
2.73,0.00,0.00,0.00
2.68,0.00,0.00,0.00
3.15,0.00,0.00,0.00
5.13,0.00,0.00,0.00
-2.11,0.00,0.00,0.00
6.31,0.00,0.00,0.00
-0.55,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.25,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
2.10,0.00,0.00,0.00
-1.70,0.00,0.00,0.00
-2.15,0.00,0.00,0.00
5.78,0.00,0.00,0.00
-0.67,0.00,0.00,0.00
6.52,0.00,0.00,0.00
4.14,0.00,0.00,0.00
2.43,0.00,0.00,0.00
2.28,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.22,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.23,0.00,0.00,0.00
1.17,0.00,0.00,0.00
5.66,0.00,0.00,0.00
6.56,0.00,0.00,0.00
6.49,0.00,0.00,0.00
1.31,0.00,0.00,0.00
2.86,0.00,0.00,0.00
2.76,0.00,0.00,0.00
2.87,0.00,0.00,0.00
8.01,0.00,0.00,0.00
1.45,0.00,0.00,0.00
7.14,0.00,0.00,0.00
0.16,0.00,0.00,0.00
-0.06,0.00,0.00,0.00
4.91,0.00,0.00,0.00
3.25,0.00,0.00,0.00
2.65,0.00,0.00,0.00
2.70,0.00,0.00,0.00
5.41,0.00,0.00,0.00
4.51,0.00,0.00,0.00
-0.73,0.00,0.00,0.00
3.20,0.00,0.00,0.00
7.82,0.00,0.00,0.00
7.50,0.00,0.00,0.00
6.97,0.00,0.00,0.00
7.34,0.00,0.00,0.00
-0.57,0.00,0.00,0.00
2.10,0.00,0.00,0.00
2.25,0.00,0.00,0.00
2.70,0.00,0.00,0.00
3.39,0.00,0.00,0.00
-2.83,0.00,0.00,0.00
4.28,0.00,0.00,0.00
-0.50,0.00,0.00,0.00
-0.35,0.00,0.00,0.00
6.81,0.00,0.00,0.00
3.61,0.00,0.00,0.00
2.43,0.00,0.00,0.00
2.46,0.00,0.00,0.00
2.45,0.00,0.00,0.00
1.05,0.00,0.00,0.00
1.28,0.00,0.00,0.00
6.62,0.00,0.00,0.00
7.10,0.00,0.00,0.00
7.16,0.00,0.00,0.00
1.87,0.00,0.00,0.00
2.33,0.00,0.00,0.00
1.63,0.00,0.00,0.00
0.64,0.00,0.00,0.00
4.81,0.00,0.00,0.00
4.26,0.00,0.00,0.00
5.95,0.00,0.00,0.00
-0.46,0.00,0.00,0.00
-1.28,0.00,0.00,0.00
1.88,0.00,0.00,0.00
2.38,0.00,0.00,0.00
2.46,0.00,0.00,0.00
2.75,0.00,0.00,0.00
7.88,0.00,0.00,0.00
7.71,0.00,0.00,0.00
6.80,0.00,0.00,0.00
-0.16,0.00,0.00,0.00
7.31,0.00,0.00,0.00
2.93,0.00,0.00,0.00
2.29,0.00,0.00,0.00
2.36,0.00,0.00,0.00
0.35,0.00,0.00,0.00
4.24,0.00,0.00,0.00
-1.69,0.00,0.00,0.00
-1.68,0.00,0.00,0.00
7.21,0.00,0.00,0.00
6.56,0.00,0.00,0.00
2.33,0.00,0.00,0.00
3.28,0.00,0.00,0.00
2.70,0.00,0.00,0.00
3.00,0.00,0.00,0.00
5.69,0.00,0.00,0.00
1.29,0.00,0.00,0.00
0.27,0.00,0.00,0.00
-0.65,0.00,0.00,0.00
-0.31,0.00,0.00,0.00
2.37,0.00,0.00,0.00
2.07,0.00,0.00,0.00
2.74,0.00,0.00,0.00
0.51,0.00,0.00,0.00
4.49,0.00,0.00,0.00
-2.85,0.00,0.00,0.00
-0.83,0.00,0.00,0.00
6.42,0.00,0.00,0.00
-0.69,0.00,0.00,0.00
2.10,0.00,0.00,0.00
2.75,0.00,0.00,0.00
2.56,0.00,0.00,0.00
2.49,0.00,0.00,0.00
3.89,0.00,0.00,0.00
0.06,0.00,0.00,0.00
-0.41,0.00,0.00,0.00
-0.81,0.00,0.00,0.00
7.33,0.00,0.00,0.00
1.46,0.00,0.00,0.00
2.23,0.00,0.00,0.00
2.29,0.00,0.00,0.00
0.69,0.00,0.00,0.00
-2.50,0.00,0.00,0.00
-0.17,0.00,0.00,0.00
7.46,0.00,0.00,0.00
6.56,0.00,0.00,0.00
-0.34,0.00,0.00,0.00
3.27,0.00,0.00,0.00
2.53,0.00,0.00,0.00
2.51,0.00,0.00,0.00
2.40,0.00,0.00,0.00
7.71,0.00,0.00,0.00
0.77,0.00,0.00,0.00
1.21,0.00,0.00,0.00
6.68,0.00,0.00,0.00
-0.23,0.00,0.00,0.00
3.41,0.00,0.00,0.00
2.06,0.00,0.00,0.00
2.31,0.00,0.00,0.00
0.65,0.00,0.00,0.00
-2.77,0.00,0.00,0.00
4.33,0.00,0.00,0.00
-0.59,0.00,0.00,0.00
-0.34,0.00,0.00,0.00
-0.17,0.00,0.00,0.00
2.37,0.00,0.00,0.00
2.74,0.00,0.00,0.00
2.45,0.00,0.00,0.00
2.52,0.00,0.00,0.00
8.87,0.00,0.00,0.00
1.03,0.00,0.00,0.00
7.58,0.00,0.00,0.00
6.63,0.00,0.00,0.00
-0.77,0.00,0.00,0.00
3.50,0.00,0.00,0.00
2.27,0.00,0.00,0.00
2.66,0.00,0.00,0.00
4.90,0.00,0.00,0.00
-0.57,0.00,0.00,0.00
5.35,0.00,0.00,0.00
5.69,0.00,0.00,0.00
-0.17,0.00,0.00,0.00
6.67,0.00,0.00,0.00
2.17,0.00,0.00,0.00
2.47,0.00,0.00,0.00
2.71,0.00,0.00,0.00
2.47,0.00,0.00,0.00
8.40,0.00,0.00,0.00
1.51,0.00,0.00,0.00
6.87,0.00,0.00,0.00
-0.31,0.00,0.00,0.00
-0.19,0.00,0.00,0.00
2.04,0.00,0.00,0.00
2.29,0.00,0.00,0.00
3.00,0.00,0.00,0.00
4.43,0.00,0.00,0.00
4.07,0.00,0.00,0.00
4.19,0.00,0.00,0.00
-0.54,0.00,0.00,0.00
-0.19,0.00,0.00,0.00
-0.86,0.00,0.00,0.00
2.39,0.00,0.00,0.00
2.53,0.00,0.00,0.00
2.72,0.00,0.00,0.00
1.55,0.00,0.00,0.00
0.96,0.00,0.00,0.00
7.36,0.00,0.00,0.00
6.88,0.00,0.00,0.00
-0.06,0.00,0.00,0.00
-1.74,0.00,0.00,0.00
3.45,0.00,0.00,0.00
2.21,0.00,0.00,0.00
2.31,0.00,0.00,0.00
-0.07,0.00,0.00,0.00
-1.96,0.00,0.00,0.00
-2.85,0.00,0.00,0.00
-0.92,0.00,0.00,0.00
-0.69,0.00,0.00,0.00
-0.14,0.00,0.00,0.00
3.34,0.00,0.00,0.00
2.55,0.00,0.00,0.00
2.54,0.00,0.00,0.00
4.00,0.00,0.00,0.00
8.27,0.00,0.00,0.00
7.50,0.00,0.00,0.00
0.36,0.00,0.00,0.00
6.58,0.00,0.00,0.00
-0.46,0.00,0.00,0.00
3.09,0.00,0.00,0.00
2.80,0.00,0.00,0.00
2.67,0.00,0.00,0.00
-0.55,0.00,0.00,0.00
-3.11,0.00,0.00,0.00
4.38,0.00,0.00,0.00
6.74,0.00,0.00,0.00
-0.90,0.00,0.00,0.00
-0.95,0.00,0.00,0.00
1.95,0.00,0.00,0.00
2.54,0.00,0.00,0.00
2.76,0.00,0.00,0.00
4.47,0.00,0.00,0.00
0.83,0.00,0.00,0.00
1.35,0.00,0.00,0.00
6.23,0.00,0.00,0.00
7.07,0.00,0.00,0.00
-1.69,0.00,0.00,0.00
1.93,0.00,0.00,0.00
2.28,0.00,0.00,0.00
2.24,0.00,0.00,0.00
-0.44,0.00,0.00,0.00
4.45,0.00,0.00,0.00
-1.68,0.00,0.00,0.00
-0.46,0.00,0.00,0.00
-0.03,0.00,0.00,0.00
0.01,0.00,0.00,0.00
2.34,0.00,0.00,0.00
2.78,0.00,0.00,0.00
2.49,0.00,0.00,0.00
2.05,0.00,0.00,0.00
2.39,0.00,0.00,0.00
3.71,0.00,0.00,0.00
6.69,0.00,0.00,0.00
2.40,0.00,0.00,0.00
2.45,0.00,0.00,0.00
2.72,0.00,0.00,0.00
-0.22,0.00,0.00,0.00
7.75,0.00,0.00,0.00
0.48,0.00,0.00,0.00
0.33,0.00,0.00,0.00
-0.09,0.00,0.00,0.00
6.67,0.00,0.00,0.00
2.88,0.00,0.00,0.00
2.86,0.00,0.00,0.00
2.89,0.00,0.00,0.00
4.70,0.00,0.00,0.00
-1.87,0.00,0.00,0.00
5.46,0.00,0.00,0.00
-0.13,0.00,0.00,0.00
-0.73,0.00,0.00,0.00
6.54,0.00,0.00,0.00
2.34,0.00,0.00,0.00
2.52,0.00,0.00,0.00
2.75,0.00,0.00,0.00
6.64,0.00,0.00,0.00
0.93,0.00,0.00,0.00
0.72,0.00,0.00,0.00
-0.25,0.00,0.00,0.00
-0.89,0.00,0.00,0.00
-1.81,0.00,0.00,0.00
2.94,0.00,0.00,0.00
2.28,0.00,0.00,0.00
2.78,0.00,0.00,0.00
5.10,0.00,0.00,0.00
-2.12,0.00,0.00,0.00
5.18,0.00,0.00,0.00
-0.84,0.00,0.00,0.00
6.93,0.00,0.00,0.00
-0.48,0.00,0.00,0.00
3.15,0.00,0.00,0.00
2.54,0.00,0.00,0.00
2.51,0.00,0.00,0.00
0.09,0.00,0.00,0.00
1.99,0.00,0.00,0.00
7.53,0.00,0.00,0.00
6.69,0.00,0.00,0.00
6.65,0.00,0.00,0.00
-0.72,0.00,0.00,0.00
1.74,0.00,0.00,0.00
2.67,0.00,0.00,0.00
2.83,0.00,0.00,0.00
-2.51,0.00,0.00,0.00
5.52,0.00,0.00,0.00
4.45,0.00,0.00,0.00
-0.51,0.00,0.00,0.00
-0.80,0.00,0.00,0.00
-1.20,0.00,0.00,0.00
2.46,0.00,0.00,0.00
2.90,0.00,0.00,0.00
2.49,0.00,0.00,0.00
7.94,0.00,0.00,0.00
0.34,0.00,0.00,0.00
7.61,0.00,0.00,0.00
1.31,0.00,0.00,0.00
-0.56,0.00,0.00,0.00
-0.41,0.00,0.00,0.00
2.14,0.00,0.00,0.00
2.84,0.00,0.00,0.00
2.75,0.00,0.00,0.00
-1.27,0.00,0.00,0.00
4.12,0.00,0.00,0.00
4.67,0.00,0.00,0.00
-0.15,0.00,0.00,0.00
-0.88,0.00,0.00,0.00
6.74,0.00,0.00,0.00
2.21,0.00,0.00,0.00
2.74,0.00,0.00,0.00
2.54,0.00,0.00,0.00
6.88,0.00,0.00,0.00
7.62,0.00,0.00,0.00
8.48,0.00,0.00,0.00
