port1,port2
0,0
,15533831895863,0
,15533831896296,0
,155338318975612,0
,15533831897740,0
,15533831897945,0
,155338318980914,0
,15533831898230,0
,155338318983717,0
,15533831898513,0
,15533831898650,0
,15533831898860,0
,15533831899010,0
,15533831899121,0
,15533831899253,0
,15533831899365,0
,15533831899470,0
,15533831899630,0
,15533831899763,0
,15533831899910,0
,15533831900044,0
,155338319001919,0
,15533831900297,0
,15533831900460,0
,155338319006319,0
,155338319007810,0
,15533831900922,0
,155338319010516,0
,15533831901183,0
,15533831901313,0
,15533831901488,0
,15533831901670,0
,155338319018018,0
,15533831901922,0
,155338319020615,0
,155338319022010,0
,15533831902300,0
,15533831902440,0
,15533831902540,0
,155338319026812,0
,15533831902820,0
,15533831903020,0
,155338319031110,0
,155338319032416,0
,15533831903337,0
,155338319034928,0
,15533831903660,0
,15533831903850,0
,15533831903970,0
,155338319041121,0
,15533831904270,0
,15533831904490,0
,15533831904640,0
,155338319048411,0
,15533831905007,0
,15533831905190,0
,15533831905333,0
,15533831905500,0
,155338319056411,0
,155338319059017,0
,15533831906080,0
,15533831906350,0
,15533831906528,0
,15533831906690,0
,15533831906886,0
,15533831907060,0
,15533831907240,0
,15533831907430,0
,15533831907620,0
,155338319078113,0
,15533831907969,0
,15533831908268,0
,15533831908413,0
,15533831908572,0
,15533831908770,0
,155338319089511,0
,155338319091312,0
,15533831909310,0
,15533831909550,0
,15533831909703,0
,15533831909874,0
,15533831910133,0
,15533831910290,0
,15533831910460,0
,15533831910590,0
,15533831910760,0
,155338319109413,0
,15533831911091,0
,15533831911298,0
,15533831911500,0
,15533831911768,0
,155338319119912,0
,15533831912164,0
,15533831912356,0
,15533831912555,0
,15533831912752,0
,15533831912941,0
,155338319131223,0
,155338319133011,0
,15533831913460,0
,15533831913678,0
,15533831913851,0
,15533831914040,0
,155338319142214,0
,155338319144915,0
,155338319147213,0
,15533831915840,0
,15533831916124,0
,15533831916452,0
,15533831916723,0
,15533831917050,0
,15533831917490,0
,15533831917680,0
,15533831917971,0
,155338319182422,0
,15533831918500,0
,15533831918716,0
,15533831918919,0
,15533831919150,0
,15533831919440,0
,15533831919624,0
,15533831919938,0
,15533831920115,0
,15533831920440,0
,15533831920670,0
,15533831920894,0
,155338319210916,0
,15533831921290,0
,15533831921465,0
,155338319217630,0
,15533831922061,0
,15533831922410,0
,155338319225914,0
,155338319228320,0
,15533831922930,0
,15533831923110,0
,15533831923654,0
,15533831923920,0
,15533831924092,0
,15533831924300,0
,15533831924860,0
,15533831925154,0
,155338319252912,0
,155338319256613,0
,155338319258723,0
,15533831926067,0
,15533831926210,0
,15533831926414,0
,15533831926667,0
,15533831926858,0
,15533831927042,0
,155338319273513,0
,15533831927530,0
,15533831927740,0
,155338319278811,0
,15533831928137,0
,15533831928320,0
,15533831928670,0
,15533831928889,0
,15533831929075,0
,15533831929215,0
,155338319294114,0
,15533831929630,0
,15533831929800,0
,15533831930018,0
,15533831930130,0
,15533831930260,0
,15533831930380,0
,15533831930489,0
,155338319306112,0
,15533831930744,0
,155338319309212,0
,155338319310510,0
,155338319312011,0
,15533831931310,0
,15533831931471,0
,15533831931674,0
,15533831931884,0
,15533831932055,0
,155338319322515,0
,155338319323820,0
,15533831932576,0
,15533831932680,0
,15533831932790,0
,15533831932910,0
,155338319330415,0
,15533831933170,0
,15533831933287,0
,155338319334020,0
,15533831933552,0
,15533831933711,0
,15533831933884,0
,155338319340118,0
